candidate,candidate_source,hypothesis,trial_index,run_id,benchmark,options,returncode,success,timed_out,error,fault_coverage,test_patterns,test_patterns_before_compaction,test_patterns_after_compaction,collapsed_faults,redundant_faults,aborted_faults,backtrackings,runtime_seconds,fault_ordering_mode,fault_history_profile,fault_trace_attempts,generated_patterns_traced,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,score,raw_score,passes_constraints,constraint_reason,run_dir,fault_trace_path,pattern_trace_path
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260615-221739_candidate_stem_first_reference_trial1_DMAtc_d6f94639,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10757,12283,10757,77788,2071,2154,24661,32.017,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.202700000000007,-16.202700000000007,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221739_candidate_stem_first_reference_trial1_DMAtc_d6f94639,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221739_candidate_stem_first_reference_trial1_DMAtc_d6f94639/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221739_candidate_stem_first_reference_trial1_DMAtc_d6f94639/DMAtc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260615-221759_candidate_stem_first_reference_trial2_DMAtc_a655e74c,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10758,12283,10758,77788,2071,2154,24661,32.333,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.244299999999996,-16.244299999999996,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221759_candidate_stem_first_reference_trial2_DMAtc_a655e74c,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221759_candidate_stem_first_reference_trial2_DMAtc_a655e74c/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221759_candidate_stem_first_reference_trial2_DMAtc_a655e74c/DMAtc.test.patterntrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260615-221818_candidate_stem_first_reference_trial3_DMAtc_27a1a965,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10757,12283,10757,77788,2071,2154,24661,32.0,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.201000000000004,-16.201000000000004,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221818_candidate_stem_first_reference_trial3_DMAtc_27a1a965,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221818_candidate_stem_first_reference_trial3_DMAtc_27a1a965/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221818_candidate_stem_first_reference_trial3_DMAtc_27a1a965/DMAtc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260615-221837_candidate_adaptive_c1_stem_reference_trial1_pcitc_68f2bed0,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5909,6955,5909,75768,131,1,101,12.483,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.48769999999999,39.48769999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221837_candidate_adaptive_c1_stem_reference_trial1_pcitc_68f2bed0,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221837_candidate_adaptive_c1_stem_reference_trial1_pcitc_68f2bed0/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221837_candidate_adaptive_c1_stem_reference_trial1_pcitc_68f2bed0/pcitc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260615-221845_candidate_adaptive_c1_stem_reference_trial2_pcitc_d0988856,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5908,6955,5908,75768,131,1,101,13.233,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.42269999999999,39.42269999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221845_candidate_adaptive_c1_stem_reference_trial2_pcitc_d0988856,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221845_candidate_adaptive_c1_stem_reference_trial2_pcitc_d0988856/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221845_candidate_adaptive_c1_stem_reference_trial2_pcitc_d0988856/pcitc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260615-221853_candidate_adaptive_c1_stem_reference_trial3_pcitc_0ea51035,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5912,6955,5912,75768,131,1,101,12.217,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.48429999999999,39.48429999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221853_candidate_adaptive_c1_stem_reference_trial3_pcitc_0ea51035,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221853_candidate_adaptive_c1_stem_reference_trial3_pcitc_0ea51035/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221853_candidate_adaptive_c1_stem_reference_trial3_pcitc_0ea51035/pcitc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260615-221900_candidate_adaptive_c1_stem_reference_trial1_destc_818cf316,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,356,485,356,295215,0,0,0,20.233,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.41669999999999,94.41669999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221900_candidate_adaptive_c1_stem_reference_trial1_destc_818cf316,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221900_candidate_adaptive_c1_stem_reference_trial1_destc_818cf316/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221900_candidate_adaptive_c1_stem_reference_trial1_destc_818cf316/destc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260615-221913_candidate_adaptive_c1_stem_reference_trial2_destc_ae31b015,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,355,485,355,295215,0,0,0,18.2,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.63000000000001,94.63000000000001,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221913_candidate_adaptive_c1_stem_reference_trial2_destc_ae31b015,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221913_candidate_adaptive_c1_stem_reference_trial2_destc_ae31b015/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221913_candidate_adaptive_c1_stem_reference_trial2_destc_ae31b015/destc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260615-221924_candidate_adaptive_c1_stem_reference_trial3_destc_6956a3cd,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,363,485,363,295215,0,0,0,17.25,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.64500000000001,94.64500000000001,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221924_candidate_adaptive_c1_stem_reference_trial3_destc_6956a3cd,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221924_candidate_adaptive_c1_stem_reference_trial3_destc_6956a3cd/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221924_candidate_adaptive_c1_stem_reference_trial3_destc_6956a3cd/destc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260615-221934_candidate_adaptive_c1_stem_reference_trial1_DMAtc_d10dabec,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10716,12283,10716,77788,2071,2154,24661,35.983,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.189299999999996,-16.189299999999996,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221934_candidate_adaptive_c1_stem_reference_trial1_DMAtc_d10dabec,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221934_candidate_adaptive_c1_stem_reference_trial1_DMAtc_d10dabec/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221934_candidate_adaptive_c1_stem_reference_trial1_DMAtc_d10dabec/DMAtc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260615-221956_candidate_adaptive_c1_stem_reference_trial2_DMAtc_0cb57c36,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10712,12283,10712,77788,2071,2154,24661,37.133,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.264300000000002,-16.264300000000002,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221956_candidate_adaptive_c1_stem_reference_trial2_DMAtc_0cb57c36,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221956_candidate_adaptive_c1_stem_reference_trial2_DMAtc_0cb57c36/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-221956_candidate_adaptive_c1_stem_reference_trial2_DMAtc_0cb57c36/DMAtc.test.patterntrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260615-222018_candidate_adaptive_c1_stem_reference_trial3_DMAtc_2a5f25ac,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10715,12283,10715,77788,2071,2154,24661,35.433,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.124300000000005,-16.124300000000005,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-222018_candidate_adaptive_c1_stem_reference_trial3_DMAtc_2a5f25ac,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-222018_candidate_adaptive_c1_stem_reference_trial3_DMAtc_2a5f25ac/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-222018_candidate_adaptive_c1_stem_reference_trial3_DMAtc_2a5f25ac/DMAtc.test.patterntrace.csv
