candidate,candidate_source,hypothesis,trial_index,run_id,benchmark,options,returncode,success,timed_out,error,fault_coverage,test_patterns,test_patterns_before_compaction,test_patterns_after_compaction,collapsed_faults,redundant_faults,aborted_faults,backtrackings,runtime_seconds,fault_ordering_mode,fault_history_profile,fault_trace_attempts,generated_patterns_traced,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,score,raw_score,passes_constraints,constraint_reason,run_dir,fault_trace_path,pattern_trace_path,drop_trace_path
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260616-114709_candidate_stem_first_reference_trial3_pcitc_6199d547,pcitc.bench,"[""-O"", ""stem""]",0,True,False,,99.826,5921,6955,5921,75768,131,1,101,11.917,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,True,1.0,39.424299999999995,39.424299999999995,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114709_candidate_stem_first_reference_trial3_pcitc_6199d547,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114709_candidate_stem_first_reference_trial3_pcitc_6199d547/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114709_candidate_stem_first_reference_trial3_pcitc_6199d547/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114709_candidate_stem_first_reference_trial3_pcitc_6199d547/pcitc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260616-114716_candidate_stem_first_reference_trial1_destc_99819044,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,393,485,393,295215,0,0,0,12.85,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.785,94.785,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114716_candidate_stem_first_reference_trial1_destc_99819044,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114716_candidate_stem_first_reference_trial1_destc_99819044/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114716_candidate_stem_first_reference_trial1_destc_99819044/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114716_candidate_stem_first_reference_trial1_destc_99819044/destc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260616-114724_candidate_stem_first_reference_trial2_destc_21eb696b,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,391,485,391,295215,0,0,0,14.517,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.6383,94.6383,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114724_candidate_stem_first_reference_trial2_destc_21eb696b,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114724_candidate_stem_first_reference_trial2_destc_21eb696b/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114724_candidate_stem_first_reference_trial2_destc_21eb696b/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114724_candidate_stem_first_reference_trial2_destc_21eb696b/destc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260616-114733_candidate_stem_first_reference_trial3_destc_20b84930,destc.bench,"[""-O"", ""stem""]",0,True,False,,100.0,394,485,394,295215,0,0,0,13.633,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,True,1.0,94.6967,94.6967,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114733_candidate_stem_first_reference_trial3_destc_20b84930,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114733_candidate_stem_first_reference_trial3_destc_20b84930/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114733_candidate_stem_first_reference_trial3_destc_20b84930/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114733_candidate_stem_first_reference_trial3_destc_20b84930/destc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,1,20260616-114741_candidate_stem_first_reference_trial1_DMAtc_60e01a47,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10766,12283,10766,77788,2071,2154,24661,33.6,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.450999999999993,-16.450999999999993,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114741_candidate_stem_first_reference_trial1_DMAtc_60e01a47,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114741_candidate_stem_first_reference_trial1_DMAtc_60e01a47/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114741_candidate_stem_first_reference_trial1_DMAtc_60e01a47/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114741_candidate_stem_first_reference_trial1_DMAtc_60e01a47/DMAtc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,2,20260616-114802_candidate_stem_first_reference_trial2_DMAtc_4f1740c2,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10757,12283,10757,77788,2071,2154,24661,34.033,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.404300000000006,-16.404300000000006,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114802_candidate_stem_first_reference_trial2_DMAtc_4f1740c2,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114802_candidate_stem_first_reference_trial2_DMAtc_4f1740c2/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114802_candidate_stem_first_reference_trial2_DMAtc_4f1740c2/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114802_candidate_stem_first_reference_trial2_DMAtc_4f1740c2/DMAtc.test.droptrace.csv
stem_first_reference,fault_to_fault_learning,Reference ordering baseline from the first fault-ordering experiment.,3,20260616-114822_candidate_stem_first_reference_trial3_DMAtc_813181c1,DMAtc.bench,"[""-O"", ""stem""]",0,True,False,,94.569,10758,12283,10758,77788,2071,2154,24661,33.467,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,True,1.0,-16.357699999999994,-16.357699999999994,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114822_candidate_stem_first_reference_trial3_DMAtc_813181c1,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114822_candidate_stem_first_reference_trial3_DMAtc_813181c1/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114822_candidate_stem_first_reference_trial3_DMAtc_813181c1/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114822_candidate_stem_first_reference_trial3_DMAtc_813181c1/DMAtc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260616-114843_candidate_adaptive_c1_stem_reference_trial1_pcitc_b3ca59ca,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5912,6955,5912,75768,131,1,101,12.8,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.42599999999999,39.42599999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114843_candidate_adaptive_c1_stem_reference_trial1_pcitc_b3ca59ca,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114843_candidate_adaptive_c1_stem_reference_trial1_pcitc_b3ca59ca/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114843_candidate_adaptive_c1_stem_reference_trial1_pcitc_b3ca59ca/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114843_candidate_adaptive_c1_stem_reference_trial1_pcitc_b3ca59ca/pcitc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260616-114850_candidate_adaptive_c1_stem_reference_trial2_pcitc_6df993c7,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5910,6955,5910,75768,131,1,101,12.917,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.43429999999999,39.43429999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114850_candidate_adaptive_c1_stem_reference_trial2_pcitc_6df993c7,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114850_candidate_adaptive_c1_stem_reference_trial2_pcitc_6df993c7/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114850_candidate_adaptive_c1_stem_reference_trial2_pcitc_6df993c7/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114850_candidate_adaptive_c1_stem_reference_trial2_pcitc_6df993c7/pcitc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260616-114858_candidate_adaptive_c1_stem_reference_trial3_pcitc_f69eb7a2,pcitc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,99.826,5910,6955,5910,75768,131,1,101,13.033,stem,,7089,6955,10.875053918044573,9.875053918044573,17583,True,1,False,1.0,39.42269999999999,39.42269999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114858_candidate_adaptive_c1_stem_reference_trial3_pcitc_f69eb7a2,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114858_candidate_adaptive_c1_stem_reference_trial3_pcitc_f69eb7a2/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114858_candidate_adaptive_c1_stem_reference_trial3_pcitc_f69eb7a2/pcitc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114858_candidate_adaptive_c1_stem_reference_trial3_pcitc_f69eb7a2/pcitc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260616-114906_candidate_adaptive_c1_stem_reference_trial1_destc_15b3a392,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,369,485,369,295215,0,0,0,16.2,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.69,94.69,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114906_candidate_adaptive_c1_stem_reference_trial1_destc_15b3a392,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114906_candidate_adaptive_c1_stem_reference_trial1_destc_15b3a392/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114906_candidate_adaptive_c1_stem_reference_trial1_destc_15b3a392/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114906_candidate_adaptive_c1_stem_reference_trial1_destc_15b3a392/destc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260616-114916_candidate_adaptive_c1_stem_reference_trial2_destc_34d9dcea,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,363,485,363,295215,0,0,0,18.983,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.4717,94.4717,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114916_candidate_adaptive_c1_stem_reference_trial2_destc_34d9dcea,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114916_candidate_adaptive_c1_stem_reference_trial2_destc_34d9dcea/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114916_candidate_adaptive_c1_stem_reference_trial2_destc_34d9dcea/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114916_candidate_adaptive_c1_stem_reference_trial2_destc_34d9dcea/destc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260616-114927_candidate_adaptive_c1_stem_reference_trial3_destc_48604a95,destc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,100.0,356,485,356,295215,0,0,0,22.95,stem,,485,485,608.6907216494845,607.6907216494845,73418,True,1,False,1.0,94.145,94.145,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114927_candidate_adaptive_c1_stem_reference_trial3_destc_48604a95,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114927_candidate_adaptive_c1_stem_reference_trial3_destc_48604a95/destc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114927_candidate_adaptive_c1_stem_reference_trial3_destc_48604a95/destc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114927_candidate_adaptive_c1_stem_reference_trial3_destc_48604a95/destc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,1,20260616-114941_candidate_adaptive_c1_stem_reference_trial1_DMAtc_e6d30e8f,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10714,12283,10714,77788,2071,2154,24661,36.683,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.2393,-16.2393,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114941_candidate_adaptive_c1_stem_reference_trial1_DMAtc_e6d30e8f,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114941_candidate_adaptive_c1_stem_reference_trial1_DMAtc_e6d30e8f/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114941_candidate_adaptive_c1_stem_reference_trial1_DMAtc_e6d30e8f/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-114941_candidate_adaptive_c1_stem_reference_trial1_DMAtc_e6d30e8f/DMAtc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,2,20260616-115004_candidate_adaptive_c1_stem_reference_trial2_DMAtc_46695d24,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10717,12283,10717,77788,2071,2154,24661,37.367,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.337699999999998,-16.337699999999998,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115004_candidate_adaptive_c1_stem_reference_trial2_DMAtc_46695d24,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115004_candidate_adaptive_c1_stem_reference_trial2_DMAtc_46695d24/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115004_candidate_adaptive_c1_stem_reference_trial2_DMAtc_46695d24/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115004_candidate_adaptive_c1_stem_reference_trial2_DMAtc_46695d24/DMAtc.test.droptrace.csv
adaptive_c1_stem_reference,fault_to_fault_learning,Reference stem ordering with the current score-balanced compaction setting.,3,20260616-115026_candidate_adaptive_c1_stem_reference_trial3_DMAtc_a44bdc79,DMAtc.bench,"[""-c"", ""1"", ""-O"", ""stem""]",0,True,False,,94.569,10715,12283,10715,77788,2071,2154,24661,37.55,stem,,16518,12283,5.989009199706912,4.989009199706912,15060,True,1,False,1.0,-16.336000000000002,-16.336000000000002,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115026_candidate_adaptive_c1_stem_reference_trial3_DMAtc_a44bdc79,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115026_candidate_adaptive_c1_stem_reference_trial3_DMAtc_a44bdc79/DMAtc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115026_candidate_adaptive_c1_stem_reference_trial3_DMAtc_a44bdc79/DMAtc.test.patterntrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-115026_candidate_adaptive_c1_stem_reference_trial3_DMAtc_a44bdc79/DMAtc.test.droptrace.csv
